X1PAREDU X1SES
-0.889250727 -0.5789
2.025529834 1.6793
1.296834694 1.2149
0.568139554 1.433
0.568139554 0.2825
-0.889250727 -0.5512
0.568139554 0.4308
-0.889250727 -1.2098
1.296834694 1.5402
-0.160555586 -0.3431
1.296834694 1.0326
-0.889250727 -1.1012
0.568139554 -0.1908
-0.889250727 -0.1277
-0.889250727 0.3714
-0.889250727 -1.0525
0.568139554 -0.3421
0.568139554 0.3538
0.568139554 0.4895
-0.889250727 -0.387
-0.889250727 -1.3419
1.296834694 0.2484
0.568139554 -0.101
-0.160555586 -0.9782
0.568139554 1.0925
2.025529834 1.2635
0.568139554 0.2531
-0.889250727 -0.2606
-0.889250727 -1.1012
2.025529834 1.412
-0.160555586 0.0506
0.568139554 0.4784
-0.889250727 -0.4046
2.025529834 1.1654
-0.889250727 -0.7409
-0.889250727 -0.2295
-0.889250727 -1.245
-0.160555586 0.3581
0.568139554 -0.0663
-0.889250727 -0.7553
1.296834694 0.8218
-0.889250727 -0.6714
1.296834694 0.6618
-0.889250727 -0.0102
-0.160555586 0.5987
-0.160555586 0.0331
-0.160555586 0.511
-0.160555586 -8
2.025529834 1.479
0.568139554 0.0397
0.568139554 0.1703
2.025529834 2.5668
1.296834694 0.8268
2.025529834 0.8071
1.296834694 1.48
2.025529834 2.2037
1.296834694 1.152
2.025529834 2.3867
-0.889250727 -0.071
-0.889250727 -0.8879
0.568139554 0.8485
-0.160555586 -1.0112
2.025529834 1.4985
-0.889250727 0.726
-0.889250727 -0.7197
-0.889250727 -0.3394
-0.889250727 -0.2562
0.568139554 0.7014
-0.889250727 0.1548
0.568139554 1.0178
-0.160555586 -0.8411
0.568139554 1.2816
-1.617945867 -1.2698
0.568139554 1.1594
1.296834694 0.4344
1.296834694 0.6889
-0.889250727 0.4518
0.568139554 0.45
0.568139554 1.2962
0.568139554 1.0087
-0.160555586 0.9062
-0.160555586 0.4005
-0.889250727 -0.874
1.296834694 0.8812
-0.889250727 -0.8455
-0.160555586 -0.6755
0.568139554 -0.1739
1.296834694 1.6251
0.568139554 -0.0996
-0.160555586 -0.0903
2.025529834 2.5668
-1.617945867 -1.0449
-0.160555586 -0.4525
-0.160555586 0.1542
-0.889250727 -0.2355
-0.889250727 -0.1915
-1.617945867 -1.0556
-0.889250727 -0.4438
-0.160555586 -0.0922
1.296834694 0.8026
-0.160555586 0.6546
-0.160555586 0.0745
1.296834694 1.0829
2.025529834 0.1339
-0.889250727 -0.6954
-0.889250727 -0.5408
-0.889250727 -8
-0.160555586 0.2008
-0.889250727 -0.0197
-0.160555586 0.5794
0.568139554 0.0337
1.296834694 1.7061
0.568139554 1.3397
-0.889250727 -1.2803
1.296834694 1.5454
1.296834694 -8
-0.160555586 -8
-0.160555586 -0.1239
-0.889250727 -0.7751
1.296834694 0.4501
-0.160555586 -0.5493
-0.160555586 0.1505
-0.889250727 -8
0.568139554 -0.0522
1.296834694 -0.0262
-1.617945867 -0.9438
0.568139554 1.3314
-0.889250727 -0.428
-1.617945867 -1.0283
-1.617945867 -1.0215
-0.889250727 -0.3394
-0.889250727 -1.0157
-0.160555586 -0.8696
2.025529834 1.6014
-0.889250727 -0.7751
-0.889250727 -0.7928
-1.617945867 -1.3743
0.568139554 -8
0.568139554 0.3202
-0.160555586 0.2282
-0.160555586 -0.4089
2.025529834 1.1115
1.296834694 1.1049
-0.160555586 0.1463
-0.889250727 -0.6461
0.568139554 1.1903
-0.889250727 -0.8455
2.025529834 1.8857
-0.889250727 -1.2803
-0.889250727 -0.7426
-0.889250727 -0.3755
-0.889250727 -0.3053
1.296834694 0.6354
-0.889250727 -0.791
-0.889250727 -0.6714
0.568139554 0.2416
-1.617945867 -1.1636
-0.889250727 -1.3048
-0.889250727 -1.245
-0.889250727 -1.3419
1.296834694 -8
1.296834694 0.7605
-0.889250727 -0.0698
2.025529834 1.4717
1.296834694 1.3683
1.296834694 1.1363
-0.889250727 -0.3841
0.568139554 0.4073
-1.617945867 -1.1008
-0.160555586 -0.1484
-0.889250727 -1.1012
1.296834694 1.5623
-0.889250727 -0.1505
-0.889250727 -1.46
0.568139554 0.1295
2.025529834 2.0492
-0.889250727 -0.4813
-0.889250727 -0.4638
-0.160555586 -0.1784
0.568139554 0.1845
-0.889250727 -0.8725
-1.617945867 -1.429
-0.889250727 0.3009
0.568139554 -0.0996
-0.889250727 -0.2917
-0.160555586 0.2592
-0.889250727 -0.6665
-0.889250727 -0.5934
-0.160555586 -0.4348
0.568139554 0.0435
0.568139554 0.7585
-0.889250727 -0.2606
1.296834694 0.1058
-1.617945867 -1.2268
-0.889250727 -1.2142
-0.160555586 0.1187
-0.160555586 0.4772
1.296834694 0.281
-0.889250727 -1.3682
0.568139554 -0.1112
-1.617945867 -0.8981
-0.160555586 -0.5673
-0.889250727 -1.0067
0.568139554 -0.3268
0.568139554 0.4402
-0.889250727 -0.1505
-0.889250727 0.1045
-0.160555586 0.0153
0.568139554 0.9063
0.568139554 0.1714
-0.160555586 -0.128
-0.889250727 -0.1452
0.568139554 -0.0832
1.296834694 0.6846
0.568139554 0.7572
-0.160555586 0.2081
-0.889250727 0.1969
1.296834694 0.9351
-1.617945867 -0.9226
-0.160555586 0.8071
-0.889250727 -1.0351
1.296834694 0.9743
-0.889250727 0.4698
-0.889250727 -0.874
1.296834694 1.4754
0.568139554 0.6734
2.025529834 1.5335
-0.160555586 -1.0486
-1.617945867 -0.2876
0.568139554 0.16
-0.889250727 0.041
-0.889250727 -0.4388
0.568139554 0.1105
-0.889250727 -0.358
1.296834694 1.1188
0.568139554 0.1314
-1.617945867 -1.2064
-0.889250727 -8
-0.889250727 -0.8455
1.296834694 0.21
0.568139554 0.4897
0.568139554 0.6334
-0.889250727 -1.245
-0.160555586 0.2033
-0.160555586 0.4466
0.568139554 0.3854
-0.160555586 0.197
2.025529834 1.3734
-1.617945867 -1.7157
-0.160555586 0.1779
-0.889250727 0.0022
-0.889250727 -0.5377
0.568139554 1.2487
1.296834694 1.2169
0.568139554 0.1324
0.568139554 0.3735
-0.889250727 -0.8455
-0.889250727 0.2329
-0.889250727 -0.4653
-0.889250727 0.2836
-0.889250727 -0.482
2.025529834 1.8772
-0.889250727 -0.4024
-0.889250727 -0.2
-0.889250727 -0.7751
1.296834694 1.1188
-0.160555586 0.1505
-0.889250727 -0.8852
-0.889250727 -0.5072
2.025529834 1.2559
-0.889250727 -0.5465
0.568139554 -0.4879
-1.617945867 -1.2268
0.568139554 0.466
-0.889250727 -0.7901
-0.889250727 -0.2033
0.568139554 0.5758
-0.889250727 -1.1012
2.025529834 1.8848
0.568139554 0.8066
1.296834694 1.0871
-0.889250727 -1.1291
0.568139554 0.6768
-0.160555586 -0.1473
-0.889250727 -0.3091
1.296834694 0.3377
1.296834694 -0.2123
-0.889250727 -0.3254
1.296834694 -8
-0.160555586 -0.6119
-0.889250727 -0.4542
-0.160555586 -0.3664
1.296834694 0.895
0.568139554 0.7183
-0.889250727 0.0027
-0.889250727 -1.2626
0.568139554 0.7743
0.568139554 0.2353
0.568139554 0.8722
0.568139554 0.6725
-0.889250727 -0.2091
-0.889250727 -0.5007
-0.160555586 -0.1942
-0.889250727 -0.3188
1.296834694 0.3072
0.568139554 0.3822
2.025529834 0.0466
-0.889250727 -0.3684
-1.617945867 -0.8649
-0.889250727 -0.3714
2.025529834 0.7434
1.296834694 1.2501
-0.889250727 -0.4813
-1.617945867 -0.9147
-0.889250727 -0.9952
1.296834694 1.0042
-0.160555586 -0.6755
-0.889250727 -1.0657
-0.889250727 -0.3623
0.568139554 0.942
-0.889250727 -0.0176
-0.889250727 0.0101
0.568139554 0.6487
-0.889250727 -0.3332
0.568139554 0.5117
-0.889250727 -8
-0.889250727 -0.6574
-0.160555586 -0.2689
1.296834694 1.3607
-0.889250727 -1.4492
-0.889250727 -0.4635
-0.889250727 -0.6232
-0.889250727 -0.9366
-0.889250727 -8
-0.889250727 0.1218
0.568139554 0.1751
-0.889250727 -0.2985
1.296834694 1.6527
1.296834694 0.8304
-0.889250727 0.3707
-0.889250727 -1.4492
-0.160555586 0.2302
-0.889250727 -0.5089
0.568139554 1.1856
1.296834694 1.2607
0.568139554 0.2389
0.568139554 0.6261
-0.889250727 -0.4024
-0.160555586 -0.5434
-0.889250727 -0.9595
2.025529834 0.7668
2.025529834 0.2445
1.296834694 1.0352
-0.889250727 -0.5682
2.025529834 1.345
0.568139554 -0.2082
-0.889250727 -0.2293
-0.160555586 -1.2893
-0.889250727 0.4457
-0.160555586 -0.9782
-1.617945867 -1.4767
-0.889250727 -0.4584
-0.889250727 -0.4747
-0.889250727 -0.8955
0.568139554 0.0656
-0.160555586 0.2213
-0.160555586 -0.2903
-1.617945867 -1.5501
0.568139554 0.3709
0.568139554 0.6195
0.568139554 0.6688
0.568139554 1.2464
1.296834694 0.7585
-0.889250727 -8
-0.889250727 -0.8103
-0.889250727 -0.9183
0.568139554 0.7168
-1.617945867 -1.4819
-1.617945867 -1.1056
2.025529834 1.2324
0.568139554 1.087
-0.889250727 -0.3631
1.296834694 0.7678
-0.160555586 0.4913
0.568139554 0.4193
0.568139554 0.5498
0.568139554 0.2723
-0.889250727 0.1519
-0.160555586 0.2302
-0.889250727 -0.8861
0.568139554 1.2268
0.568139554 0.1079
-1.617945867 -1.0941
-0.889250727 -0.2033
1.296834694 1.2968
-0.889250727 -0.056
-0.160555586 -0.6901
-0.160555586 0.1757
0.568139554 0.7478
1.296834694 0.449
1.296834694 0.5584
-0.160555586 0.0733
-0.889250727 -1.0862
-0.160555586 -0.4052
1.296834694 1.4423
0.568139554 -0.0552
-0.889250727 0.0275
0.568139554 0.8313
0.568139554 0.4073
0.568139554 1.04
-0.889250727 -0.2302
-0.160555586 0.1192
-0.160555586 0.4466
-0.889250727 -0.4559
-0.889250727 -1.0067
0.568139554 -0.0996
0.568139554 -0.4204
-0.889250727 -0.2514
0.568139554 0.3562
-0.160555586 -0.1326
-0.889250727 -1.2098
-0.160555586 0.1153
-0.160555586 -0.1617
-0.889250727 -0.1431
-0.889250727 -0.0485
0.568139554 0.5755
-0.889250727 -0.5137
0.568139554 0.3202
-0.889250727 -0.8794
0.568139554 0.8891
0.568139554 0.7837
-0.889250727 -0.6665
0.568139554 0.3887
-1.617945867 -1.3274
0.568139554 -0.0996
1.296834694 0.914
0.568139554 0.0514
-0.160555586 0.5367
1.296834694 0.9661
-0.889250727 -0.7751
2.025529834 1.2533
-0.160555586 -0.4398
-0.889250727 -0.8192
1.296834694 1.3938
0.568139554 1.0269
0.568139554 1.0319
-0.160555586 -0.2739
-0.889250727 -0.4677
0.568139554 0.2032
0.568139554 1.0361
-0.160555586 0.2488
0.568139554 0.7584
-0.160555586 0.4466
0.568139554 0.4111
-0.889250727 -1.43
-0.160555586 0.3502
1.296834694 1.4186
1.296834694 1.2607
-0.889250727 -0.8602
0.568139554 1.2522
-0.889250727 0.1172
-0.889250727 -0.2125
-0.889250727 0.5503
-0.889250727 -0.5576
-0.160555586 -0.1997
2.025529834 1.7355
-1.617945867 -1.0635
-0.889250727 -0.7735
0.568139554 0.5117
1.296834694 0.5718
-0.160555586 0.2529
1.296834694 1.171
-0.889250727 -0.6871
1.296834694 1.2203
0.568139554 0.5768
1.296834694 0.6251
-0.889250727 -0.1996
-0.160555586 0.4106
0.568139554 0.1861
1.296834694 1.3586
1.296834694 1.2626
1.296834694 0.4671
-0.889250727 -0.0103
-0.889250727 -0.2477
1.296834694 0.7154
-0.889250727 -1.2803
0.568139554 0.6725
1.296834694 1.461
-1.617945867 -1.7157
-0.889250727 -0.5402
0.568139554 0.6914
-0.889250727 -0.9512
-0.160555586 -0.1453
1.296834694 0.8822
-0.160555586 -0.4264
-1.617945867 -0.9388
-0.889250727 -0.8391
-0.160555586 0.1192
-0.889250727 0.0653
2.025529834 -0.1602
-0.160555586 0.4714
-0.889250727 -0.8837
2.025529834 1.9889
0.568139554 0.2044
-0.889250727 0.0269
-0.889250727 -0.4795
-0.889250727 -0.5981
0.568139554 0.2044
-0.889250727 -0.6032
-0.160555586 0.4304
-0.889250727 -0.4653
-1.617945867 -1.5119
0.568139554 0.8303
1.296834694 1.226
-0.160555586 0.5162
-0.889250727 -0.4046
-0.160555586 0.1564
0.568139554 1.0759
-0.889250727 -0.4134
1.296834694 1.6149
-0.889250727 -0.2305
-0.889250727 -0.5592
-0.889250727 -0.3591
2.025529834 1.2151
-0.889250727 0.255
0.568139554 0.5329
-0.160555586 -0.5434
-0.160555586 -1.1983
-0.889250727 -0.3332
1.296834694 0.183
-0.889250727 -0.8429
-0.889250727 -0.1565
-0.889250727 0.1695
-0.160555586 0.692
0.568139554 0.3887
-0.889250727 -0.43
-0.160555586 0.0635
-0.160555586 0.0504
-0.889250727 -0.6116
-0.160555586 -0.1486
-0.889250727 -0.0655
-0.160555586 -0.371
0.568139554 0.8157
-0.889250727 -0.4653
0.568139554 -0.3118
-0.889250727 -0.4715
-1.617945867 -0.6731
0.568139554 0.3887
-1.617945867 -0.9992
1.296834694 0.9456
-0.889250727 -0.7901
-0.889250727 -0.6453
-0.160555586 0.3105
2.025529834 1.1009
-0.889250727 -0.1724
-1.617945867 -0.9798
0.568139554 0.6593
0.568139554 0.5746
0.568139554 0.7119
-0.889250727 -0.0528
-0.160555586 0.4358
-0.160555586 -1.1103
-0.889250727 -0.4504
-0.889250727 -0.1505
-1.617945867 -1.0283
-0.889250727 0.323
1.296834694 0.8057
-0.889250727 0.0502
0.568139554 0.2604
-0.889250727 -1.2098
-0.160555586 0.2054
-0.889250727 -0.6574
-1.617945867 -0.7452
-0.889250727 -8
-0.889250727 -0.755
0.568139554 0.001
-0.889250727 -0.8391
-0.889250727 -1.3184
-0.160555586 -0.0792
-0.160555586 -0.1237
-0.889250727 -1.2553
-0.889250727 -0.8391
-0.889250727 -0.0426
0.568139554 1.1392
-0.889250727 -1.0862
-0.160555586 -0.2659
1.296834694 1.0785
-0.889250727 -0.6927
-1.617945867 -0.6884
-0.889250727 -0.4293
-0.889250727 -0.7549
-0.889250727 -0.5402
-0.889250727 -0.8837
-0.889250727 0.0548
-0.889250727 -1.0643
-0.889250727 -0.4795
-0.160555586 -0.096
-0.889250727 -0.3554
1.296834694 1.1579
-0.889250727 -0.5628
2.025529834 1.8948
-0.889250727 -0.4046
0.568139554 -0.0754
-0.160555586 0.0153
-1.617945867 -1.4767
-0.160555586 0.1314
1.296834694 1.2786
2.025529834 1.878
1.296834694 0.6846
0.568139554 0.5087
-1.617945867 -1.212
1.296834694 0.6318
-0.889250727 -0.1495
2.025529834 1.8578
-1.617945867 -0.7268
0.568139554 0.6195
-0.889250727 0.1141
-0.160555586 0.3358
-0.889250727 -0.0853
2.025529834 1.6955
-1.617945867 -1.0941
-0.160555586 -0.2107
-0.889250727 -1.2051
-1.617945867 -1.0712
-0.889250727 -0.1206
-0.889250727 -1.5209
-0.889250727 0.2238
0.568139554 0.9716
-0.889250727 -0.87
-0.160555586 0.1214
2.025529834 2.5061
-0.889250727 -0.1813
0.568139554 0.8524
-0.889250727 -0.2033
-0.889250727 -0.9468
-0.889250727 0.0484
2.025529834 1.4347
-0.889250727 -1.0282
0.568139554 0.5906
-0.889250727 -0.4834
0.568139554 1.0925
-0.889250727 -1.0386
2.025529834 1.2331
0.568139554 -0.8681
0.568139554 0.9193
-0.889250727 -0.6714
-0.889250727 -0.5628
1.296834694 0.6296
-0.889250727 -0.7409
1.296834694 1.351
-0.160555586 0.3836
-0.889250727 -0.6087
-0.160555586 0.432
-0.160555586 0.1757
2.025529834 1.6204
-0.160555586 0.307
0.568139554 -0.5654
1.296834694 1.1937
-0.889250727 -0.8201
-0.889250727 -0.6004
2.025529834 1.5315
-0.889250727 -0.1452
0.568139554 0.8502
-0.889250727 -0.9952
0.568139554 0.1168
0.568139554 1.063
0.568139554 0.5588
-0.889250727 -0.6232
0.568139554 0.3423
0.568139554 -0.0832
0.568139554 0.1783
0.568139554 0.4073
0.568139554 1.2268
-0.889250727 -0.9271
1.296834694 1.0292
0.568139554 0.2899
-0.160555586 -0.5813
-0.160555586 -0.6755
2.025529834 1.7034
0.568139554 1.1822
-0.889250727 -0.4016
0.568139554 0.6284
